CAS	Molecule	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	NumAmideBonds	NumSpiroAtoms	NumBridgeheadAtoms
111-87-5	CCCCCCCCO	8.42278195074326	0.3671875	8.42278195074326	0.3671875	0.5470483699238978	130.23100000000002	112.08699999999997	130.135765196	56	0	0.04305240722887934	-0.3963765693422825	0.3963765693422825	0.04305240722887934	0.8888888888888888	1.4444444444444444	2.0	16.24992446165915	10.127401577099874	1.858126841561492	-1.952908261540892	2.030494638054405	-1.8210083240349728	4.4101918633492065	0.28209872716679824	2.595082706793886	37.832293921787276	6.949747468305834	6.396961063805792	6.396961063805792	4.414213562373095	4.023334547203385	4.023334547203385	2.491373750716347	2.491373750716347	1.5116672736016925	1.5116672736016925	0.8921334847648997	0.8921334847648997	-0.04	103.68791599331826	8.960000000000003	7.960000000000003	7.9600000000000035	58.08807958080182	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.02784531432067	6.4208216229260096	6.606881964512918	0.0	5.106527394840706	0.0	0.0	0.0	0.0	45.448666937246685	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.713409359353623	0.0	0.0	45.448666937246685	0.0	0.0	0.0	0.0	20.23	0.0	0.0	0.0	0.0	6.606881964512918	6.4208216229260096	32.10410811463005	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	0.0	8.42278195074326	0.0	0.0	0.0	7.495702239229025	2.5815158100277147	0.0	1.0	9	1	1	0	0	0	0	0	0	1	1	1	6	0	0	0	0	2.3392000000000013	40.461800000000004	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3391-86-4	C=CC(O)CCCCC	8.966493764172336	-0.2809722222222226	8.966493764172336	0.2809722222222226	0.4438756147272759	128.215	112.08699999999999	128.120115132	54	0	0.07178455473957934	-0.38906063596882545	0.38906063596882545	0.07178455473957934	1.5555555555555556	2.2222222222222223	2.6666666666666665	16.265131668894103	10.12387681317799	1.9430181652983654	-2.012701754329863	2.022465493292681	-1.9936044294937574	4.765805873685146	0.2084950428317605	2.96362233860398	68.96788691072804	7.112884175122364	6.137448039811947	6.137448039811947	4.308060412490447	3.615135585194768	3.615135585194768	2.2988318209074334	2.2988318209074334	1.3755195693710651	1.3755195693710651	0.7213269206104498	0.7213269206104498	-0.3	94.26737928973323	8.699999999999998	5.829870129870128	5.573022944976608	57.398476548617566	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.578935683598497	32.26222217530253	6.4208216229260096	0.0	6.103966387748303	5.106527394840706	0.0	0.0	0.0	0.0	38.71099007914296	0.0	12.654955790432378	0.0	0.0	0.0	0.0	0.0	0.0	11.210493782589008	0.0	0.0	32.60702369139466	12.654955790432378	0.0	0.0	0.0	20.23	0.0	0.0	0.0	6.103966387748303	0.0	12.841643245852019	12.841643245852019	6.076020106833881	0.0	13.502672883289122	5.106527394840706	0.0	0.0	0.0	8.966493764172336	0.0	0.0	0.0	5.724434051398337	5.64240551776266	0.0	0.75	9	1	1	0	0	0	0	0	0	1	1	1	5	0	0	0	0	2.1136	40.345800000000004	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
109-52-4	CCCCC(=O)O	9.758194444444445	-0.6927314814814809	9.758194444444445	0.3159722222222221	0.5820724024360081	102.13299999999998	92.05299999999998	102.06807956	42	0	0.3028393755682016	-0.4812303907895895	0.4812303907895895	0.3028393755682016	1.7142857142857142	2.2857142857142856	2.4285714285714284	16.36511468010904	10.253677266337766	1.903602534816826	-1.8512963626362038	1.9070121012898604	-1.9137312284268215	5.6600249795576225	-0.13662901854910325	2.8219389370591843	59.10049400592804	5.698670612749268	4.476782229523463	4.476782229523463	3.270055610029662	2.4883911147617317	2.4883911147617317	1.4972919338166268	1.4972919338166268	0.7441955573808657	0.7441955573808657	0.3280024204495495	0.3280024204495495	-0.53	29.01955000865388	6.47	3.6528153564899446	5.47	43.15477533765576	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	13.344558822616634	6.4208216229260096	6.4208216229260096	0.0	9.901064578912528	5.969305287951849	0.0	0.0	0.0	26.186202068468653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792555	4.794537184071822	0.0	26.186202068468653	0.0	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	0.0	6.4208216229260096	12.841643245852019	0.0	0.0	6.923737199690624	0.0	5.106527394840706	0.0	0.0	9.758194444444445	8.044583333333334	0.0	-0.6927314814814809	0.0	2.0814814814814815	1.975138888888889	0.0	0.8	7	1	2	0	0	0	0	0	0	1	1	2	3	0	0	0	0	1.2612	27.160799999999988	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591-80-0	C=CCCC(=O)O	9.710416666666667	-0.7639814814814809	9.710416666666667	0.19791666666666652	0.5377642424966691	100.11699999999998	92.05299999999998	100.052429496	40	0	0.30315476539613473	-0.48122220198165344	0.48122220198165344	0.30315476539613473	1.8571428571428572	2.4285714285714284	2.5714285714285716	16.36511111871222	10.309333779784659	1.8864730277595745	-1.8155405925523773	1.8562070274686304	-1.9045265765521309	5.662594719289362	-0.13641440763185578	2.9670528832697762	76.14933958998697	5.698670612749268	4.05413249871309	4.05413249871309	3.270055610029662	2.09778091450291	2.09778091450291	1.2210888124129788	1.2210888124129788	0.562327184020293	0.562327184020293	0.22553736015163497	0.22553736015163497	-0.79	29.01955000865388	6.210000000000001	3.401938579654511	5.21	42.465172305471505	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	6.578935683598497	6.076020106833881	6.4208216229260096	6.4208216229260096	0.0	9.901064578912528	5.969305287951849	0.0	0.0	0.0	12.841643245852019	0.0	12.654955790432378	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792555	4.794537184071822	0.0	12.841643245852019	12.654955790432378	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	6.4208216229260096	6.4208216229260096	0.0	0.0	6.076020106833881	0.0	6.578935683598497	5.106527394840706	0.0	0.0	9.710416666666667	7.9968055555555555	0.0	-0.7639814814814809	0.0	2.3541203703703704	3.3693055555555556	0.0	0.4	7	1	2	0	0	0	0	0	0	1	1	2	3	0	0	0	0	1.0372000000000001	27.06679999999999	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103-82-2	O=C(O)Cc1ccccc1	10.168707482993197	-0.7859259259259257	10.168707482993197	0.11194444444444418	0.6651802326447549	136.14999999999998	128.08599999999998	136.052429496	52	0	0.3073147590435002	-0.4809861733231742	0.4809861733231742	0.3073147590435002	1.3	1.9	2.4	16.365152632923532	10.154218676011595	1.9600193579603506	-1.9210868145016182	1.9770711778176833	-1.9834130836742152	5.6953754414088165	-0.13572515110784206	2.6742416022951265	215.9590174505521	7.397341225498538	5.4493200130984984	5.4493200130984984	4.787693700234704	3.045521326691418	3.045521326691418	2.056113798173479	2.056113798173479	1.1981745324623332	1.1981745324623332	0.7704821276243097	0.7704821276243097	-1.31	195.6254620163014	6.805074798619103	3.011779444695785	1.89537540220571	59.11704320052995	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	30.33183534230805	5.563451491696996	0.0	6.4208216229260096	9.901064578912528	5.969305287951849	0.0	0.0	0.0	6.4208216229260096	0.0	35.89528683400505	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792555	11.21535880699783	0.0	5.563451491696996	30.33183534230805	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	6.4208216229260096	0.0	5.563451491696996	0.0	12.13273413692322	18.19910120538483	0.0	5.106527394840706	0.0	0.0	10.168707482993197	8.366910430839003	0.8425925925925928	-0.7859259259259257	9.129104308390023	0.11194444444444418	0.0	0.0	0.125	10	1	2	0	0	0	1	0	1	1	1	2	2	0	0	0	1	1.3137	37.78180000000001	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536-74-3	C#Cc1ccccc1	5.099814814814815	0.9375000000000002	5.099814814814815	0.9375000000000002	0.43694441995239286	102.13599999999998	96.08799999999998	102.046950192	38	0	0.02420775614931215	-0.11466530536013568	0.11466530536013568	0.02420775614931215	1.125	1.75	2.125	13.802254043828466	10.22491379115656	1.7592169101517794	-1.819867115906205	1.92481257520258	-1.6576958588168615	5.3023113490958105	1.653105501944991	3.049388908161901	191.02833704135648	5.819990956308912	4.464101615137754	4.464101615137754	3.931851652578137	2.4493587371177727	2.4493587371177727	1.5103629710818456	1.5103629710818456	0.9404557350153064	0.9404557350153064	0.5343778974176118	0.5343778974176118	-1.2200000000000002	91.36757727918736	4.927492625368731	2.1818477276782464	0.8859770341581867	49.16051274014944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.423349895620259	24.119535524240472	12.13273413692322	5.563451491696996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.89528683400505	0.0	12.343784214475903	0.0	0.0	0.0	0.0	0.0	0.0	12.343784214475903	5.563451491696996	30.33183534230805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.563451491696996	0.0	0.0	30.33183534230805	5.920434318855644	6.423349895620259	0.0	0.0	0.0	0.0	0.9375000000000002	2.526944444444444	9.602407407407407	5.099814814814815	0.0	0.0	0.0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1.6679000000000002	34.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
60-12-8	OCCc1ccccc1	8.519688208616781	0.24009259259259252	8.519688208616781	0.24009259259259252	0.6249752698115418	122.16699999999996	112.08699999999997	122.07316494	48	0	0.04709448741986935	-0.3960313152991432	0.3960313152991432	0.04709448741986935	1.1111111111111112	1.7777777777777777	2.3333333333333335	16.249950507455196	10.160386613032658	1.8487273253644483	-1.9290453238323417	1.9679455289082408	-1.8758469596295961	5.138812350059316	0.29940231473405127	2.61489994009295	157.4784207656209	6.52709773749546	5.248178503821182	5.248178503821182	4.431851652578137	3.080464759133071	3.080464759133071	1.959205357403468	1.959205357403468	1.2433031955472913	1.2433031955472913	0.7737766827159379	0.7737766827159379	-0.8200000000000001	145.16653667335345	6.302249388753057	3.2539886368490754	1.8590386018272278	54.95552110048619	5.106527394840706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.33183534230805	11.984273114623004	6.606881964512918	0.0	5.106527394840706	0.0	0.0	0.0	0.0	6.4208216229260096	6.606881964512918	35.89528683400505	0.0	0.0	0.0	0.0	0.0	0.0	11.713409359353623	6.4208216229260096	0.0	5.563451491696996	30.33183534230805	0.0	0.0	0.0	20.23	0.0	0.0	0.0	6.606881964512918	0.0	6.4208216229260096	5.563451491696996	0.0	30.33183534230805	0.0	5.106527394840706	0.0	0.0	0.0	8.519688208616781	1.1944444444444446	0.0	9.947719198790626	0.7647222222222221	0.24009259259259252	0.0	0.25	9	1	1	0	0	0	1	0	1	1	1	1	2	0	0	0	1	1.2214	37.23180000000001	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78-59-1	CC1=CC(=O)CC(C)(C)C1	11.012708333333334	0.20428240740740744	11.012708333333334	0.20428240740740744	0.5017552817864146	138.20999999999998	124.09799999999997	138.104465068	56	0	0.15567809158093762	-0.2948441306074027	0.2948441306074027	0.15567809158093762	1.4	2.0	2.4	16.13770494702177	9.772371899906938	2.246603359263309	-2.266209532739209	2.3237499253394818	-2.2024491738995717	5.912207331048717	-0.1165152153041863	2.798154170206286	186.90494715593388	7.776020881938894	6.899812122026583	6.899812122026583	4.494800481421251	3.6956879767946527	3.6956879767946527	3.9747700334108904	3.9747700334108904	1.817563682992036	1.817563682992036	1.6658930126061133	1.6658930126061133	-0.5900000000000001	106.45625088295157	7.516269925611053	2.2238446727901677	1.693077005206639	62.1248758573327	0.0	0.0	5.783244946364939	0.0	0.0	0.0	4.794537184071822	0.0	0.0	0.0	19.420578929450514	24.835569398847294	6.4208216229260096	0.0	4.794537184071822	5.783244946364939	0.0	0.0	5.41499046939678	33.61285484492389	0.0	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	5.783244946364939	4.794537184071822	5.41499046939678	33.61285484492389	11.64912463690315	0.0	0.0	0.0	17.07	0.0	4.794537184071822	0.0	11.198235415761719	6.4208216229260096	6.4208216229260096	5.573104530069267	6.076020106833881	6.923737199690624	13.847474399381248	0.0	0.0	0.0	11.012708333333334	0.0	1.4276620370370372	0.28587962962963	0.0	3.5499305555555556	6.3071527777777785	0.0	0.6666666666666666	10	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	2.3218000000000005	41.77900000000002	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80-56-8	CC1=CCC2CC1C2(C)C	2.4346064814814814	0.6377314814814815	2.4346064814814814	0.6377314814814815	0.44898299940434644	136.238	120.10999999999997	136.125200512	56	0	-0.014892219704730342	-0.08501290675016873	0.08501290675016873	0.014892219704730342	1.5	2.2	2.5	14.538688693894162	9.489745482551246	2.492881086243832	-2.5563031925381123	2.583642979326938	-2.469653908052952	5.205804338826817	-0.005790199618349197	2.296626579720339	186.21499122004107	7.3533711511285205	7.146264369941973	7.146264369941973	4.621027033568037	4.287693700234704	4.287693700234704	4.49042208974512	4.49042208974512	3.744517165725251	3.744517165725251	2.6590915110650326	2.6590915110650326	-0.26	188.72061365554623	6.450201165867344	1.6637425470500236	0.5744620757576451	63.322464718156304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.496599036284397	37.01618300726221	0.0	0.0	0.0	0.0	0.0	0.0	17.250802561719567	33.61285484492389	0.0	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.250802561719567	33.61285484492389	11.64912463690315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41499046939678	11.835812092322787	12.841643245852019	5.573104530069267	0.0	26.847231705905752	0.0	0.0	0.0	0.0	0.0	2.283564814814815	1.9235648148148143	0.0	5.244791666666666	7.131412037037036	0.0	0.8	10	0	0	3	0	3	0	0	0	0	0	0	0	1	0	1	3	2.9987000000000013	43.75200000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
105-66-8	CCCOC(=O)CCC	10.579722222222223	-0.07004629629629577	10.579722222222223	0.07004629629629577	0.5416729314973412	130.18699999999998	116.07499999999999	130.099379688	54	0	0.30526672491010765	-0.46568618435369896	0.46568618435369896	0.30526672491010765	1.3333333333333333	2.0	2.4444444444444446	16.532297569355542	10.340082036662944	1.963629850078719	-1.9856996100381028	1.9072160204553286	-2.0313818629768625	5.686239353338182	-0.1431757567487422	3.0613168393721577	78.98533616859814	7.112884175122364	6.144923705673916	6.144923705673916	4.308060412490447	3.4646903780250446	3.4646903780250446	1.9704701804574842	1.9704701804574842	0.9212980007946734	0.9212980007946734	0.4921904518119704	0.4921904518119704	-0.53	90.44046466047871	8.470000000000002	5.603868808567606	5.339329135302875	56.20397104375984	4.736862953800049	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	13.847474399381248	12.841643245852019	6.4208216229260096	6.606881964512918	9.53140013787187	5.969305287951849	0.0	0.0	0.0	33.10993926815928	6.606881964512918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.576187252464766	9.53140013787187	0.0	33.10993926815928	0.0	0.0	0.0	0.0	26.3	0.0	4.794537184071822	0.0	5.969305287951849	13.027703587438928	12.841643245852019	0.0	0.0	13.847474399381248	0.0	4.736862953800049	4.792638888888889	0.0	10.579722222222223	0.0	0.0	-0.07004629629629577	0.0	2.345239984882842	4.51911186696901	0.0	0.8571428571428571	9	0	2	0	0	0	0	0	0	2	0	2	4	0	0	0	0	1.7397	36.157999999999994	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135-79-5	CC(C)c1ccc2ncccc2c1	4.2816496598639455	0.5875982615268329	4.2816496598639455	0.5875982615268329	0.6407616264021434	171.243	158.13899999999998	171.104799416	66	0	0.07016389926739686	-0.25626637894370646	0.25626637894370646	0.07016389926739686	1.1538461538461537	2.0	2.769230769230769	14.637763216502963	10.012940502252414	1.9931916393217546	-2.051105315498047	2.1883263881298936	-1.8671090823530259	5.785132750582615	0.8683640755865729	2.61987386972831	418.14892002279186	9.259148545064338	7.988665479827341	7.988665479827341	6.270856947829096	4.61855703344527	4.61855703344527	3.610241051087557	3.610241051087557	2.293724558084524	2.293724558084524	1.4532106554516049	1.4532106554516049	-1.3699999999999997	1255.4143018603352	8.238336796916188	3.17162048460042	1.5459154872647245	78.4275419753685	0.0	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	25.980208536304467	29.680458743243218	11.583067786077873	5.516700717616262	0.0	10.902924932081056	0.0	4.9839785209472085	0.0	19.76538044554264	0.0	42.09213040561812	0.0	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	25.328831937239634	36.52867891392113	0.0	10.902924932081056	0.0	12.89	0.0	0.0	0.0	0.0	5.917906046161393	5.516700717616262	10.949675706161791	0.0	12.263210640074686	43.0969211941749	0.0	0.0	0.0	4.2816496598639455	1.2302777777777778	2.451296296296297	0.5875982615268329	10.54	1.8307350718065003	4.41177626606198	0.0	0.25	13	0	1	0	0	0	1	1	2	1	0	1	1	0	0	0	2	3.3582000000000027	55.83200000000003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111-47-7	CCCSCCC	2.224861111111111	1.324074074074074	2.224861111111111	1.324074074074074	0.5111083737021145	118.24499999999999	104.13299999999998	118.08162144799999	44	0	-0.0070166870604057175	-0.16202926741162318	0.16202926741162318	0.0070166870604057175	1.0	1.4285714285714286	1.7142857142857142	32.166490145594786	10.573164547839902	1.7926780528523103	-1.9083749047997798	2.0156665973073773	-1.7587296190357309	7.98765066337123	1.0748520778004533	2.447472887876344	23.360990398949916	5.535533905932738	5.236675415210053	6.053171996137779	3.414213562373095	2.9915638315627207	4.146264369941972	1.6123724356957942	2.8371173070873827	0.6969234250586758	2.090770275176027	0.39073720721077854	1.1722116216323355	0.35	35.509609925153406	7.349999999999998	6.35	6.3500000000000005	50.687071625177836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.761884949391115	0.0	13.847474399381248	24.3473504593456	0.0	0.0	0.0	11.761884949391115	0.0	0.0	0.0	26.689117645233267	11.505707213493578	0.0	0.0	0.0	0.0	0.0	0.0	11.761884949391115	11.505707213493578	0.0	0.0	26.689117645233267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3473504593456	0.0	0.0	25.60935934877236	0.0	0.0	2.0532407407407405	0.0	0.0	0.0	2.6822222222222223	0.0	2.648148148148148	4.449722222222222	0.0	1.0	7	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2.539600000000001	37.907000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
110-86-1	c1ccncc1	3.7847222222222223	1.75	3.7847222222222223	1.75	0.4531479654842905	79.10199999999998	74.062	79.04219916	30	0	0.02672876829526118	-0.264736970888988	0.264736970888988	0.02672876829526118	0.8333333333333334	1.5	1.6666666666666667	14.597243061746529	10.51881465602454	1.5802944386426925	-1.6965670219787745	1.732473300656734	-1.5825292175016334	4.877321733390166	1.3309892913747265	3.000000000000001	75.86113958768547	4.242640687119286	3.333964941448087	3.333964941448087	3.0	1.8497311128276561	1.8497311128276561	1.024563864689584	1.024563864689584	0.5664874085517706	0.5664874085517706	0.31260202740993526	0.31260202740993526	-0.8500000000000001	34.3994618804395	3.3441747572815532	1.5525827127910268	0.5490008483363183	36.651051100443475	0.0	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	6.06636706846161	12.13273413692322	12.393687143226153	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	30.592788348610984	0.0	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	30.592788348610984	0.0	0.0	0.0	12.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.393687143226153	18.19910120538483	4.9839785209472085	0.0	0.0	0.0	3.7847222222222223	0.0	0.0	0.0	5.715277777777778	3.5	0.0	0.0	0.0	6	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1.0816	24.236999999999995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
